"3134",,"FLECHA","1","t","t","223","1070","36586"
"3132",,"FLAN NAPOLITANO","1","t","t","229","1070","36586"
"3131",,"FIGURAS","1","t","t","228","1070","36586"
"3130",,"FIGURA ESPECIAL","1","t","t","195","1070","36586"
"3129",,"FIESTA INSTANTANEA","1","t","t","228","1070","36586"
"3128",,"FELIZ CUMPLEAÑOS ","1","t","t","228","1070","36586"
"3127",,"FANTASIA","1","t","t","229","1070","36586"
"3124",,"EUROPEO I.","1","t","t","232","1070","36586"
"3123",,"ESTRELLA","1","t","t","224","1070","36586"
"3122",,"ESPIRAL DE","1","t","t","233","1070","36586"
"3121",,"ESPEJOS","1","t","t","221","1070","36586"
"3112",,"EMPANADA S.","1","t","t","235","1070","36586"
"3109",,"EMPANADA D","1","t","t","235","1070","36586"
"3107",,"EMPANADA C/P","1","t","t","225","1070","36586"
"3106",,"EMPANADA/B","1","t","t","219","1070","36586"
"3102",,"DORADITAS","1","t","t","245","1070","36586"
"3098",,"DONA","1","t","t","237","1070","36586"
"3097",,"DOMO BANDERILLA  MED","1","t","t","245","1070","36586"
"3096",,"DOMO BANDERILLA ","1","t","t","245","1070","36586"
"3095",,"DOMINO","1","t","t","236","1070","36586"
"3093",,"DELICIOSA","1","t","t","236","1070","36586"
"3126",,"Fanta","1","t","t","241",,
"5412",,"Canasta Navideña","1","t","t","117","1070","36586"
"5685",,"Rosca Extra Grande","1","t","t","562","1070","36586"
"5057",,"xxxx","1","t","f","502",,
"3301",,"PASTEL TRUFFA","1","t","t","229","1070","36586"
"5362",,"DESCUENTO 50%","1","t","f","532",,
"3217",,"Mocachino","1","t","t","197","1070","36586"
"5082",,"Rebanada de flan","1","t","t","510",,
"3224",,"Nata","1","t","t","201","1070","36586"
"3227",,"Nopales","1","t","t","194","1070","36586"
"3206",,"MINI ALPURA PIÑA/C","1","t","f","241","1070","36586"
"3230",,"oaxaca orden 90grs","1","t","t","196","1070","36586"
"3237",,"Otros","1","t","t","233","1070","36586"
"3238",,"Paella kg","1","t","t","194","1070","36586"
"3240",,"Paleta Del Niño","1","t","t","201","1070","36586"
"3248",,"Palomitas bolsa","1","t","t","200","1070","36586"
"3250",,"Pambazo Comercial","1","t","t","194","1070","36586"
"3205",,"MINI ALPURA GUAN","1","t","f","241","1070","36586"
"5179",,"Pan Muerto Chico","1","t","t","502","1070","36586"
"3209",,"MINI FRESA","1","t","f","241","1070","36586"
"3204",,"MINI ALPURA FRESA","1","t","f","241","1070","36586"
"3207",,"MINI SABORIZADA","1","t","t","241","1070","36586"
"3285",,"Papas Caseras","1","t","t","198","1070","36586"
"3286",,"Papas c/chorizo","1","t","t","199","1070","36586"
"3287",,"Papas c/Chorizo","1","t","t","194","1070","36586"
"3288",,"Paq. Pescuezos","1","t","t","198","1070","36586"
"3289",,"Paquete 1","1","t","t","198","1070","36586"
"3290",,"Paquete 2","1","t","t","198","1070","36586"
"3291",,"Paquete3","1","t","t","198","1070","36586"
"5219",,"Vela de resorte","1","t","t","228",,
"3303",,"Pastelería Especial","1","t","t","201","1070","36586"
"5217",,"Rosca","1","t","t","116","1070","36586"
"3300",,"PASTEL CICILIANO MED","1","t","t","229","1070","36586"
"3299",,"PASTEL CICILIANO","1","t","t","229","1070","36586"
"3298",,"PASTEL CH.","1","t","t","229","1070","36586"
"3297",,"PASTA SECA MEDIANA","1","t","t","238","1070","36586"
"3296",,"PASTA SECA GRANDE","1","t","t","238","1070","36586"
"3295",,"PASTA SECA CHICA ","1","t","t","238","1070","36586"
"3294",,"PASTA SECA A GRANEL","1","t","t","238","1070","36586"
"5197",,"Oreja","1","t","t","477","1070","36586"
"3292",,"PAQUETE DE 3","1","t","t","236","1070","36586"
"5215",,"domo Corbatín","1","t","t","117","1070","36586"
"3283",,"PANQUE R.","1","t","t","231","1070","36586"
"3282",,"PANQUÉ OREO","1","t","t","231","1070","36586"
"3281",,"PAN NAVIDEÑO","1","t","t","218","1070","36586"
"3269",,"MUERTO RELLENO 2","1","t","t","218","1070","36586"
"3266",,"MUERTO   3","1","t","t","218","1070","36586"
"3278",,"PAN MOLIDO 5","1","t","t","239","1070","36586"
"3277",,"PAN MOLIDO 2","1","t","t","239","1070","36586"
"3276",,"PAN MOLIDO 1 ","1","t","t","239","1070","36586"
"3275",,"PAN M.","1","t","t","234","1070","36586"
"3274",,"PAN M","1","t","t","224","1070","36586"
"3273",,"PAN INTEGRAL ","1","t","t","234","1070","36586"
"3271",,"PAN FINO","1","t","t","224","1070","36586"
"3270",,"PAN ESPAÑOL","1","t","t","195","1070","36586"
"3265",,"MUERTO RELLENO  4","1","t","t","218","1070","36586"
"3264",,"PAN DE MUERTO","1","t","f","218","1070","36586"
"3279",,"MUERTO   2","1","t","t","218","1070","36586"
